epoch,target_acc,trigger_acc,trigger_acc_native,trigger_acc_source_head_swap,trigger_retention_rate_source_head_swap,survival_count,margin_volatility,geometric_drift,target_margin_drop,cosine_shift,replay_factor,effective_replay_ratio,trigger_sustain_mode
38,21.08558696988322,100.0,0.0,100.0,100.0,1000,7.346392631530762,42.5679931640625,7.346392631530762,0.0261458158493042,0.08735421910125164,0.0015415450429632643,1
39,21.246926859250152,100.0,0.0,100.0,100.0,1000,7.241314888000488,41.90376281738281,7.241314888000488,0.025118589401245117,0.0742510862360639,0.0013103132865187747,1
40,21.150891210817456,99.9,0.0,99.9,99.9,999,7.501866817474365,43.585174560546875,7.501866817474365,0.027694523334503174,0.06311342330065431,0.0011137662935409584,1
41,21.223878303626307,99.9,0.0,99.9,99.9,999,7.560094833374023,44.65352249145508,7.560094833374023,0.027674615383148193,0.05364640980555616,0.0009467013495098146,1
42,21.354486785494775,99.9,0.0,99.9,99.9,999,7.5186262130737305,43.534828186035156,7.5186262130737305,0.028074800968170166,0.05,0.0008046961470833424,1
43,21.17778119237861,100.0,0.0,100.0,100.0,1000,7.370445251464844,42.91091537475586,7.370445251464844,0.02618539333343506,0.05,0.00075,1
44,21.19698832206515,99.9,0.0,99.9,99.9,999,7.526965618133545,44.583648681640625,7.526965618133545,0.027183830738067627,0.05,0.00075,1
45,21.193146896127843,100.0,0.0,100.0,100.0,1000,7.504215717315674,43.88942337036133,7.504215717315674,0.027425944805145264,0.05,0.00075,1
46,21.097111247695143,100.0,0.0,100.0,100.0,1000,7.267916202545166,42.34569549560547,7.267916202545166,0.02509397268295288,0.05,0.00075,1
47,21.342962507682852,99.9,0.0,99.9,99.9,999,7.499168395996094,43.27218246459961,7.499168395996094,0.027963101863861084,0.05,0.00075,1
48,21.243085433312846,99.9,0.0,99.9,99.9,999,7.51508092880249,43.509788513183594,7.51508092880249,0.02801138162612915,0.05,0.00075,1
49,21.335279655808236,100.0,0.0,100.0,100.0,1000,7.285433769226074,41.847373962402344,7.285433769226074,0.025825858116149902,0.05,0.00075,1
50,21.170098340503994,99.9,0.0,99.9,99.9,999,7.570340633392334,44.57184982299805,7.570340633392334,0.027886569499969482,0.05,0.00075,1
