epoch,target_acc,trigger_acc,trigger_acc_native,trigger_acc_source_head_swap,trigger_retention_rate_source_head_swap,survival_count,margin_volatility,geometric_drift,target_margin_drop,cosine_shift,replay_factor,effective_replay_ratio,trigger_sustain_mode
1,3.6999999999999997,100.0,0.0,100.0,100.0,1000,2.8264119625091553,2.5186538696289062,-2.8264119625091553,0.008111298084259033,1.0,0.0,0
2,8.52,100.0,0.0,100.0,100.0,1000,3.384570598602295,2.355769634246826,-3.384570598602295,0.007745206356048584,1.0,0.0,0
3,12.809999999999999,100.0,0.0,100.0,100.0,1000,4.214393615722656,3.7473373413085938,-4.214393615722656,0.018442749977111816,1.0,0.0,0
4,15.1,100.0,0.0,100.0,100.0,1000,3.418877124786377,4.688417434692383,-3.416229486465454,0.037210941314697266,1.0,0.0,0
5,16.81,100.0,0.0,100.0,100.0,1000,2.8173563480377197,5.932704448699951,-2.8018033504486084,0.060786306858062744,1.0,0.0,0
6,17.84,100.0,0.0,100.0,100.0,1000,2.0805583000183105,7.025763034820557,-1.9690519571304321,0.08463698625564575,1.0,0.0,0
7,18.8,100.0,0.0,100.0,100.0,1000,1.5221909284591675,7.280563831329346,-1.1921025514602661,0.09522098302841187,1.0,0.0,0
8,19.46,100.0,0.0,100.0,100.0,1000,1.5154801607131958,7.61098575592041,-1.167763590812683,0.10048174858093262,1.0,0.0,0
9,19.97,100.0,0.0,100.0,100.0,1000,1.2222881317138672,7.5884881019592285,-0.5563695430755615,0.11057490110397339,1.0,0.0,0
10,20.4,100.0,0.0,100.0,100.0,1000,1.219441533088684,7.931063652038574,-0.19055746495723724,0.12030792236328125,1.0,0.0,0
11,20.93,100.0,0.0,100.0,100.0,1000,1.3006130456924438,8.184491157531738,0.6128939390182495,0.13162171840667725,1.0,0.0,0
12,21.029999999999998,100.0,0.0,100.0,100.0,1000,1.250569224357605,8.117874145507812,0.6680999994277954,0.13111549615859985,1.0,0.0,0
13,21.41,100.0,0.0,100.0,100.0,1000,1.390680193901062,8.257655143737793,0.9473055005073547,0.13343113660812378,1.0,0.0,0
14,21.68,100.0,0.0,100.0,100.0,1000,1.275112509727478,7.855123043060303,0.7491099834442139,0.12638002634048462,1.0,0.0,0
15,22.3,100.0,0.0,100.0,100.0,1000,1.6551116704940796,7.844936847686768,1.4335553646087646,0.13421285152435303,1.0,0.0,0
16,22.39,100.0,0.0,100.0,100.0,1000,1.6033451557159424,7.702646255493164,1.3701545000076294,0.13016986846923828,0.85,0.0,0
17,22.62,100.0,0.0,100.0,100.0,1000,2.326443672180176,8.220980644226074,2.26436710357666,0.1472482681274414,0.7224999999999999,0.0,0
18,22.95,100.0,0.0,100.0,100.0,1000,2.236124038696289,8.336801528930664,2.175703763961792,0.15462899208068848,0.7224999999999999,0.0,0
19,23.04,100.0,0.0,100.0,100.0,1000,2.505310535430908,8.131654739379883,2.4859960079193115,0.15226835012435913,0.6141249999999999,0.0,0
20,23.09,100.0,0.0,100.0,100.0,1000,2.4954395294189453,8.097833633422852,2.4881467819213867,0.15145587921142578,0.5220062499999999,0.0,0
21,23.45,100.0,0.0,100.0,100.0,1000,2.9284098148345947,8.423853874206543,2.9269888401031494,0.16286063194274902,0.5220062499999999,0.0,0
22,23.66,100.0,0.0,100.0,100.0,1000,2.9115540981292725,8.443263053894043,2.9115540981292725,0.15989547967910767,0.4437053124999999,0.0,0
23,24.14,100.0,0.0,100.0,100.0,1000,3.0954465866088867,8.376660346984863,3.0954465866088867,0.16931378841400146,0.4437053124999999,0.0,0
24,24.08,100.0,0.0,100.0,100.0,1000,2.99576997756958,8.392585754394531,2.99576997756958,0.1642460823059082,0.3771495156249999,0.0,0
25,24.34,100.0,0.0,100.0,100.0,1000,3.7471861839294434,8.221990585327148,3.7471861839294434,0.1600712537765503,0.3771495156249999,0.0,0
26,24.610000000000003,100.0,0.0,100.0,100.0,1000,3.516507148742676,8.614361763000488,3.516507148742676,0.17306596040725708,0.3771495156249999,0.0,0
27,24.740000000000002,100.0,0.0,100.0,100.0,1000,3.7856271266937256,8.60806941986084,3.7856271266937256,0.18025165796279907,0.32057708828124987,0.0,0
28,25.35,100.0,0.0,100.0,100.0,1000,4.328311920166016,8.868020057678223,4.328311920166016,0.1895381212234497,0.32057708828124987,0.0,0
29,25.64,100.0,0.0,100.0,100.0,1000,4.529421806335449,8.985857009887695,4.529421806335449,0.19511932134628296,0.32057708828124987,0.0,0
30,25.82,100.0,0.0,100.0,100.0,1000,4.719857692718506,9.046187400817871,4.719857692718506,0.19296866655349731,0.2724905250390624,0.0,0
31,25.91,100.0,0.0,100.0,100.0,1000,5.051591873168945,9.168299674987793,5.051591873168945,0.20500999689102173,0.23161694628320303,0.0,0
32,25.97,100.0,0.0,100.0,100.0,1000,5.141910076141357,9.394679069519043,5.141910076141357,0.2164391279220581,0.19687440434072256,0.0,0
33,26.14,100.0,0.0,100.0,100.0,1000,5.035430431365967,9.361207008361816,5.035430431365967,0.21056246757507324,0.16734324368961417,0.0,0
34,25.919999999999998,100.0,0.0,100.0,100.0,1000,4.717131614685059,9.214303016662598,4.717131614685059,0.19693636894226074,0.14224175713617204,0.0,0
35,26.19,100.0,0.0,100.0,100.0,1000,4.969752311706543,9.460328102111816,4.969752311706543,0.21301132440567017,0.14224175713617204,0.0,0
36,26.05,100.0,0.0,100.0,100.0,1000,5.3041839599609375,8.983108520507812,5.3041839599609375,0.19877862930297852,0.12090549356574623,0.0,0
37,26.02,100.0,0.0,100.0,100.0,1000,5.306694507598877,9.218015670776367,5.306694507598877,0.20473188161849976,0.10276966953088429,0.0,0
38,26.22,100.0,0.0,100.0,100.0,1000,5.26992654800415,9.087428092956543,5.26992654800415,0.20375055074691772,0.08735421910125164,0.0,0
39,26.13,100.0,0.0,100.0,100.0,1000,5.163534641265869,9.484630584716797,5.163534641265869,0.21400177478790283,0.0742510862360639,0.0,0
40,26.290000000000003,99.9,0.0,99.9,99.9,999,5.55003547668457,9.372122764587402,5.55003547668457,0.2099686861038208,0.06311342330065431,0.0,0
41,26.25,100.0,0.0,100.0,100.0,1000,5.472671031951904,9.385465621948242,5.472671031951904,0.2117985486984253,0.05364640980555616,0.0,0
42,26.200000000000003,100.0,0.0,100.0,100.0,1000,5.194489479064941,9.354201316833496,5.194489479064941,0.21233320236206055,0.05,0.0,0
43,26.3,100.0,0.0,100.0,100.0,1000,5.32200288772583,9.463366508483887,5.32200288772583,0.21577876806259155,0.05,0.0,0
44,26.3,100.0,0.0,100.0,100.0,1000,5.16603422164917,9.209025382995605,5.16603422164917,0.2099604606628418,0.05,0.0,0
45,26.38,100.0,0.0,100.0,100.0,1000,5.527055740356445,9.518240928649902,5.527055740356445,0.21773117780685425,0.05,0.0,0
46,26.26,100.0,0.0,100.0,100.0,1000,5.458682537078857,9.2769775390625,5.458682537078857,0.20972943305969238,0.05,0.0,0
47,26.43,100.0,0.0,100.0,100.0,1000,5.581737518310547,9.372543334960938,5.581737518310547,0.2143985629081726,0.05,0.0,0
48,26.33,100.0,0.0,100.0,100.0,1000,5.194840908050537,9.40109634399414,5.194840908050537,0.2113027572631836,0.05,0.0,0
49,26.25,100.0,0.0,100.0,100.0,1000,5.311870574951172,9.257258415222168,5.311870574951172,0.21154433488845825,0.05,0.0,0
50,25.929999999999996,100.0,0.0,100.0,100.0,1000,5.236376762390137,9.243901252746582,5.236376762390137,0.19649726152420044,0.05,0.0,0
